full_path,relative_path,style,filename,caption,emotion
data\raw\wikiart\Impressionism\camille-pissarro_landscape-with-a-white-horse-in-a-meadow-l-hermitage.jpg,Impressionism\camille-pissarro_landscape-with-a-white-horse-in-a-meadow-l-hermitage.jpg,Impressionism,camille-pissarro_landscape-with-a-white-horse-in-a-meadow-l-hermitage.jpg,The variety of colors in the hillside is very fall like,contentment
data\raw\wikiart\Impressionism\claude-monet_portrait-of-michael-with-hat-and-pom-pom.jpg,Impressionism\claude-monet_portrait-of-michael-with-hat-and-pom-pom.jpg,Impressionism,claude-monet_portrait-of-michael-with-hat-and-pom-pom.jpg,NOT IMPRESSED WITH PAINTING OR COLOR COMBINATION OR FACIAL PAINTING,disgust
data\raw\wikiart\Post_Impressionism\vincent-van-gogh_wild-roses-1890.jpg,Post_Impressionism\vincent-van-gogh_wild-roses-1890.jpg,Post_Impressionism,vincent-van-gogh_wild-roses-1890.jpg,the flowers look like they have small green eyes,amusement
data\raw\wikiart\Naive_Art_Primitivism\radi-nedelchev_balloons-2004.jpg,Naive_Art_Primitivism\radi-nedelchev_balloons-2004.jpg,Naive_Art_Primitivism,radi-nedelchev_balloons-2004.jpg,The cheerfulness of the balloons is marred by the corporate logos.,anger
data\raw\wikiart\Impressionism\pierre-auguste-renoir_two-women-s-heads-the-loge-1903.jpg,Impressionism\pierre-auguste-renoir_two-women-s-heads-the-loge-1903.jpg,Impressionism,pierre-auguste-renoir_two-women-s-heads-the-loge-1903.jpg,The facial expression on this women's face makes it appear as if she is sobbing very hard.,sadness
data\raw\wikiart\Romanticism\henryk-siemiradzki_unfinished-self-portrait.jpg,Romanticism\henryk-siemiradzki_unfinished-self-portrait.jpg,Romanticism,henryk-siemiradzki_unfinished-self-portrait.jpg,I don't  like the old look on the sides of the portrait.,something else
data\raw\wikiart\Abstract_Expressionism\helen-frankenthaler_saturn-revisited-1964.jpg,Abstract_Expressionism\helen-frankenthaler_saturn-revisited-1964.jpg,Abstract_Expressionism,helen-frankenthaler_saturn-revisited-1964.jpg,The yellow clashes with the blue and doesn't provide anything beneficial to the scene.,amusement
data\raw\wikiart\Symbolism\victor-hugo_the-upper-rhine-1855.jpg,Symbolism\victor-hugo_the-upper-rhine-1855.jpg,Symbolism,victor-hugo_the-upper-rhine-1855.jpg,"A quiet, relaxing desert scene with a lazy pool of water evokes contentment.",contentment
data\raw\wikiart\Pointillism\georges-vantongerloo_a-seated-lady.jpg,Pointillism\georges-vantongerloo_a-seated-lady.jpg,Pointillism,georges-vantongerloo_a-seated-lady.jpg,"The colors are gray and dreary, so the painting lacks energy.",sadness
data\raw\wikiart\Pop_Art\patrick-procktor_corfu-1989.jpg,Pop_Art\patrick-procktor_corfu-1989.jpg,Pop_Art,patrick-procktor_corfu-1989.jpg,the softness of the pink stone and light sky are pleasant,contentment
data\raw\wikiart\Cubism\miriam-schapiro_alexandra-exter-my-fan-is-half-a-circle-1994.jpg,Cubism\miriam-schapiro_alexandra-exter-my-fan-is-half-a-circle-1994.jpg,Cubism,miriam-schapiro_alexandra-exter-my-fan-is-half-a-circle-1994.jpg,Stylized figure of a woman with bright skirts. It's loud and basic but fun and playful.,something else
data\raw\wikiart\Art_Nouveau_Modern\raphael-kirchner_girls-heads-in-a-circle-1901-2.jpg,Art_Nouveau_Modern\raphael-kirchner_girls-heads-in-a-circle-1901-2.jpg,Art_Nouveau_Modern,raphael-kirchner_girls-heads-in-a-circle-1901-2.jpg,This beautiful woman has a very inviting look about her.,excitement
data\raw\wikiart\Realism\vasily-surikov_river-ob-1895.jpg,Realism\vasily-surikov_river-ob-1895.jpg,Realism,vasily-surikov_river-ob-1895.jpg,The water is brown and choppy like there is a lot of movement and maybe danger.,fear
data\raw\wikiart\Cubism\louis-marcoussis_still-life-with-ephemeris-1914.jpg,Cubism\louis-marcoussis_still-life-with-ephemeris-1914.jpg,Cubism,louis-marcoussis_still-life-with-ephemeris-1914.jpg,This artwork makes me curious of what happened on March 24 1914,something else
data\raw\wikiart\Realism\ilya-repin_putting-a-propagandist-under-arrest-2-1879.jpg,Realism\ilya-repin_putting-a-propagandist-under-arrest-2-1879.jpg,Realism,ilya-repin_putting-a-propagandist-under-arrest-2-1879.jpg,It looks like there is going to be a showdown between these people,fear
data\raw\wikiart\Impressionism\camille-pissarro_young-woman-mending-her-stockings-1895.jpg,Impressionism\camille-pissarro_young-woman-mending-her-stockings-1895.jpg,Impressionism,camille-pissarro_young-woman-mending-her-stockings-1895.jpg,The woman sitting in the chair in the painting looks as if the item she's holding brings back good memories of someone.,sadness
data\raw\wikiart\Naive_Art_Primitivism\niko-pirosmani_white-cow-on-a-black-background.jpg,Naive_Art_Primitivism\niko-pirosmani_white-cow-on-a-black-background.jpg,Naive_Art_Primitivism,niko-pirosmani_white-cow-on-a-black-background.jpg,the face of the cow is pleasing having even human-like characteristics,contentment
data\raw\wikiart\Impressionism\william-james-glackens_parade-1912.jpg,Impressionism\william-james-glackens_parade-1912.jpg,Impressionism,william-james-glackens_parade-1912.jpg,The bright colors of the flags and the number of people make it seem like a parade,excitement
data\raw\wikiart\Realism\arkhip-kuindzhi_forest-1.jpg,Realism\arkhip-kuindzhi_forest-1.jpg,Realism,arkhip-kuindzhi_forest-1.jpg,The woods look dark and scary.,fear
data\raw\wikiart\Northern_Renaissance\jean-fouquet_martyrdom-of-st-andrew-before-the-proconsul-egeas.jpg,Northern_Renaissance\jean-fouquet_martyrdom-of-st-andrew-before-the-proconsul-egeas.jpg,Northern_Renaissance,jean-fouquet_martyrdom-of-st-andrew-before-the-proconsul-egeas.jpg,THE PAINTING LOOKS LIKE ALL THE SOLDIERS ARE CHASTISING A MAN,contentment
data\raw\wikiart\Expressionism\ernst-ludwig-kirchner_cattles-under-a-rainbow.jpg,Expressionism\ernst-ludwig-kirchner_cattles-under-a-rainbow.jpg,Expressionism,ernst-ludwig-kirchner_cattles-under-a-rainbow.jpg,The blending of color and nature make this one very appealing.,excitement
data\raw\wikiart\Impressionism\max-slevogt_under-an-arbour-1901.jpg,Impressionism\max-slevogt_under-an-arbour-1901.jpg,Impressionism,max-slevogt_under-an-arbour-1901.jpg,"The arches appear to be made by trees, which is quite impressive.",awe
data\raw\wikiart\Impressionism\childe-hassam_horse-drawn-cabs-at-evening-new-york.jpg,Impressionism\childe-hassam_horse-drawn-cabs-at-evening-new-york.jpg,Impressionism,childe-hassam_horse-drawn-cabs-at-evening-new-york.jpg,it looks like it representing the old days that is so beautiful,contentment
data\raw\wikiart\Cubism\otto-dix_self-portrait-as-mars.jpg,Cubism\otto-dix_self-portrait-as-mars.jpg,Cubism,otto-dix_self-portrait-as-mars.jpg,This is an apocalyptic scene conveying mass slaughter and evil on a village.,fear
data\raw\wikiart\Realism\vasily-polenov_downpour-1874.jpg,Realism\vasily-polenov_downpour-1874.jpg,Realism,vasily-polenov_downpour-1874.jpg,"To dark, angry sky. The man on horse back seems very lost.",anger
data\raw\wikiart\Realism\thomas-eakins_illustrated-letter-written-to-his-family-1866.jpg,Realism\thomas-eakins_illustrated-letter-written-to-his-family-1866.jpg,Realism,thomas-eakins_illustrated-letter-written-to-his-family-1866.jpg,"Boredom, I guess.  i can't read the riting, but I suspect it's a description of furniture pieces.",something else
data\raw\wikiart\Cubism\maurice-de-vlaminck_fruit-and-flowers.jpg,Cubism\maurice-de-vlaminck_fruit-and-flowers.jpg,Cubism,maurice-de-vlaminck_fruit-and-flowers.jpg,I can't say I find this one appealing because it has a very unattractive slant to it with an ugly almost smeared color contrast behind the objects.,disgust
data\raw\wikiart\Fauvism\henri-matisse_the-moulade.jpg,Fauvism\henri-matisse_the-moulade.jpg,Fauvism,henri-matisse_the-moulade.jpg,This photo makes me content because the colors are amazing. I feel like I could spend a lot of time here.,contentment
data\raw\wikiart\Impressionism\pierre-auguste-renoir_peasant-woman-standing-in-a-landscape-1884.jpg,Impressionism\pierre-auguste-renoir_peasant-woman-standing-in-a-landscape-1884.jpg,Impressionism,pierre-auguste-renoir_peasant-woman-standing-in-a-landscape-1884.jpg,You can tell the basket this woman is carrying is incredibly heavy based off of how her arms are positioned. I feel bad for her.,sadness
data\raw\wikiart\Realism\pyotr-konchalovsky_willows-on-the-volkhov-1926.jpg,Realism\pyotr-konchalovsky_willows-on-the-volkhov-1926.jpg,Realism,pyotr-konchalovsky_willows-on-the-volkhov-1926.jpg,These trees look like they are guarding an undiscovered new land. They are clustered together like they are holding a secret.,excitement
data\raw\wikiart\Romanticism\jan-matejko_mieszko.jpg,Romanticism\jan-matejko_mieszko.jpg,Romanticism,jan-matejko_mieszko.jpg,The barbaric of men are often seen as someone to be praised but it is not.,disgust
data\raw\wikiart\Impressionism\pierre-auguste-renoir_woman-s-head-1887.jpg,Impressionism\pierre-auguste-renoir_woman-s-head-1887.jpg,Impressionism,pierre-auguste-renoir_woman-s-head-1887.jpg,I like her sarcastic smile as she shows her profile.,amusement
data\raw\wikiart\Realism\volodymyr-orlovsky_sunset-over-the-river-1890.jpg,Realism\volodymyr-orlovsky_sunset-over-the-river-1890.jpg,Realism,volodymyr-orlovsky_sunset-over-the-river-1890.jpg,"Peaceful, that is how I feel, the tiny boat far away, the cottage with the chimney, I want to be in this painting, it feels like ""home"".",contentment
data\raw\wikiart\Impressionism\childe-hassam_summertime.jpg,Impressionism\childe-hassam_summertime.jpg,Impressionism,childe-hassam_summertime.jpg,Very warm colors and rich sunshine make this very peaceful.,contentment
data\raw\wikiart\Baroque\jusepe-de-ribera_st-mary-of-egypt-1641.jpg,Baroque\jusepe-de-ribera_st-mary-of-egypt-1641.jpg,Baroque,jusepe-de-ribera_st-mary-of-egypt-1641.jpg,This painting makes me feel sad because she looks so old and close to death.,sadness
data\raw\wikiart\Baroque\gabriel-metsu_woman-eating.jpg,Baroque\gabriel-metsu_woman-eating.jpg,Baroque,gabriel-metsu_woman-eating.jpg,Such a sad woman who looks like she's trapped in a reality she never wanted.,sadness
data\raw\wikiart\Impressionism\pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,Impressionism\pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,Impressionism,pierre-auguste-renoir_georges-riviere-and-margot-1876.jpg,This is sweet. Looks like dad or uncle is helping the boy with maybe some schoolwork or a letter or a reading assignment. The clothes and surroundings are very nice.,awe
data\raw\wikiart\Northern_Renaissance\hieronymus-bosch_the-carrying-of-the-cross-christ-and-st-veronica.jpg,Northern_Renaissance\hieronymus-bosch_the-carrying-of-the-cross-christ-and-st-veronica.jpg,Northern_Renaissance,hieronymus-bosch_the-carrying-of-the-cross-christ-and-st-veronica.jpg,"The man's teeth look mangled, as though he needs to go to a dentist",disgust
data\raw\wikiart\Baroque\peter-paul-rubens_head-of-a-franciscan-friar-1617.jpg,Baroque\peter-paul-rubens_head-of-a-franciscan-friar-1617.jpg,Baroque,peter-paul-rubens_head-of-a-franciscan-friar-1617.jpg,He looks like a man of faith but he is surrounded by darkness,fear
data\raw\wikiart\Impressionism\claude-monet_the-artist-s-family-in-the-garden.jpg,Impressionism\claude-monet_the-artist-s-family-in-the-garden.jpg,Impressionism,claude-monet_the-artist-s-family-in-the-garden.jpg,"this is beatiful, not just because it is a painting of nature. the color blend is also top notch.",excitement
data\raw\wikiart\Realism\ivan-shishkin_oak-1865.jpg,Realism\ivan-shishkin_oak-1865.jpg,Realism,ivan-shishkin_oak-1865.jpg,"The shades of green used throughout the painting are vibrant and lush, giving the tree a lot of movement and majesty.",awe
data\raw\wikiart\Realism\konstantin-somov_portrait-of-baroness-alexandra-nolde.jpg,Realism\konstantin-somov_portrait-of-baroness-alexandra-nolde.jpg,Realism,konstantin-somov_portrait-of-baroness-alexandra-nolde.jpg,"Wary, aliitle tired after all the responsibilities and time passed.",something else
data\raw\wikiart\Realism\peder-severin-kroyer_marie-kroyer-1889.jpg,Realism\peder-severin-kroyer_marie-kroyer-1889.jpg,Realism,peder-severin-kroyer_marie-kroyer-1889.jpg,The look the woman is giving is a pensive look like she is trying to figure something out.,something else
data\raw\wikiart\Romanticism\ferdinand-georg-waldmã¼ller_view-of-the-dachstein-with-the-hallst-ttersee-from-the-h-tteneckalpe-at-ischl-1838.jpg,Romanticism\ferdinand-georg-waldmã¼ller_view-of-the-dachstein-with-the-hallst-ttersee-from-the-h-tteneckalpe-at-ischl-1838.jpg,Romanticism,ferdinand-georg-waldmã¼ller_view-of-the-dachstein-with-the-hallst-ttersee-from-the-h-tteneckalpe-at-ischl-1838.jpg,this landscape is beautiful and the depicition of a home with this view is inspiring,awe
data\raw\wikiart\Rococo\thomas-gainsborough_river-landscape-with-rustic-lovers-1781.jpg,Rococo\thomas-gainsborough_river-landscape-with-rustic-lovers-1781.jpg,Rococo,thomas-gainsborough_river-landscape-with-rustic-lovers-1781.jpg,I like the warm tone over the scene. The animals seem relaxed along with the people.,awe
data\raw\wikiart\Realism\vincent-van-gogh_man-pulling-a-harrow-1883.jpg,Realism\vincent-van-gogh_man-pulling-a-harrow-1883.jpg,Realism,vincent-van-gogh_man-pulling-a-harrow-1883.jpg,I am amused by the symbolism in this image of a man dragging a sewer grate.,amusement
data\raw\wikiart\Northern_Renaissance\pieter-bruegel-the-elder_walls-towers-and-gates-of-amsterdam.jpg,Northern_Renaissance\pieter-bruegel-the-elder_walls-towers-and-gates-of-amsterdam.jpg,Northern_Renaissance,pieter-bruegel-the-elder_walls-towers-and-gates-of-amsterdam.jpg,This faint sketch of a medieval castle is turning yellow with age.,awe
data\raw\wikiart\Post_Impressionism\maurice-prendergast_park-gloucester.jpg,Post_Impressionism\maurice-prendergast_park-gloucester.jpg,Post_Impressionism,maurice-prendergast_park-gloucester.jpg,"Really splotchy and spacy art, I don't think it's bad but it makes me feel claustrophobic",disgust
data\raw\wikiart\Romanticism\homer-watson_on-the-grand-river-at-doon-1880.jpg,Romanticism\homer-watson_on-the-grand-river-at-doon-1880.jpg,Romanticism,homer-watson_on-the-grand-river-at-doon-1880.jpg,Dark and stormy looking scenic view with trees and a river with cows grazing lazily.,something else
data\raw\wikiart\Fauvism\georges-braque_estaque-the-harbour-1906.jpg,Fauvism\georges-braque_estaque-the-harbour-1906.jpg,Fauvism,georges-braque_estaque-the-harbour-1906.jpg,the colors and the trees are whimsical and fun,amusement
data\raw\wikiart\Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism\antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,Impressionism,antoine-blanchard_la-gare-dorleans-et-le-quai-dorsay.jpg,The city is alive with formality and manners as people maneuver through a grand setting.,contentment
data\raw\wikiart\Expressionism\marcelle-cahn_nu-sur-fond-bleu-1924.jpg,Expressionism\marcelle-cahn_nu-sur-fond-bleu-1924.jpg,Expressionism,marcelle-cahn_nu-sur-fond-bleu-1924.jpg,the face looks like Wreck it Ralph but then the rest gets scary,something else
data\raw\wikiart\Impressionism\claude-monet_two-anglers.jpg,Impressionism\claude-monet_two-anglers.jpg,Impressionism,claude-monet_two-anglers.jpg,"This is two fisherman on a lake facing each other. I love fishing, and the scene looks so tranquil, I can't help but feel at peace.",contentment
data\raw\wikiart\Art_Nouveau_Modern\kay-nielsen_fisherman-and-his-wife.jpg,Art_Nouveau_Modern\kay-nielsen_fisherman-and-his-wife.jpg,Art_Nouveau_Modern,kay-nielsen_fisherman-and-his-wife.jpg,"I love the bright blues and reds. The details in the creatures and humans is so high, whereas the background and surroundings are painted simply. I like the juxtaposition.",excitement
data\raw\wikiart\Art_Nouveau_Modern\nicholas-roerich_terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,Art_Nouveau_Modern\nicholas-roerich_terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,Art_Nouveau_Modern,nicholas-roerich_terem-of-yaroslavna-by-the-monastery-wall-1908.jpg,It looks like a gloomy sad place to be.,sadness
data\raw\wikiart\Impressionism\claude-monet_the-wooden-bridge.jpg,Impressionism\claude-monet_the-wooden-bridge.jpg,Impressionism,claude-monet_the-wooden-bridge.jpg,The water provides a solid mirror-like view of the travelers.,awe
data\raw\wikiart\Expressionism\vasile-kazar_unknown-title(105).jpg,Expressionism\vasile-kazar_unknown-title(105).jpg,Expressionism,vasile-kazar_unknown-title(105).jpg,A drawingand a watercolor of different shapes and forms that could possibly be exaggerated heads of figures. It's definitely a mystery to me.,something else
